Date,Open,High,Low,Close,AdjustedClose,Volume
2024-07-29,47000.0,47870.0,46020.0,47580.0,46625.86328125,4407300
2024-07-30,46880.0,47280.0,45380.0,46750.0,45812.51171875,3994800
2024-07-31,45350.0,50000.0,45210.0,49460.0,48468.16796875,5877500
2024-08-01,50160.0,50200.0,46790.0,47710.0,46753.26171875,5324700
2024-08-02,44000.0,46160.0,43200.0,44600.0,43705.62109375,7028700
2024-08-05,39000.0,41170.0,37600.0,37600.0,36845.99609375,4062200
2024-08-06,39630.0,41600.0,37520.0,39100.0,38315.91796875,6915700
2024-08-07,38400.0,45540.0,38130.0,43950.0,43068.66015625,9031900
2024-08-08,42550.0,43140.0,40260.0,42150.0,41304.75390625,6611400
2024-08-09,43340.0,44490.0,40000.0,41330.0,40501.1953125,6213500
2024-08-13,42730.0,43550.0,42110.0,42950.0,42088.71484375,4206000
2024-08-14,44000.0,44730.0,43150.0,43850.0,42970.66015625,4771900
2024-08-15,43700.0,45980.0,43540.0,45180.0,44273.9921875,4887800
2024-08-16,47000.0,48290.0,45900.0,48290.0,47321.62890625,6015400
2024-08-19,47880.0,48610.0,46020.0,46020.0,45097.1484375,4449400
2024-08-20,46720.0,47070.0,45830.0,45830.0,44910.9609375,3428600
2024-08-21,44430.0,45520.0,44230.0,44570.0,43676.2265625,2992100
2024-08-22,44570.0,44950.0,43330.0,43560.0,42686.48046875,3281400
2024-08-23,43000.0,43780.0,42830.0,43240.0,42372.8984375,3142300
2024-08-26,42810.0,42910.0,41950.0,42550.0,41696.73046875,2660200
2024-08-27,41850.0,41960.0,40910.0,41650.0,40814.78125,2800000
2024-08-28,41220.0,42250.0,40810.0,42250.0,41402.75,2815500
2024-08-29,40150.0,41700.0,40000.0,41210.0,40383.6015625,3989900
2024-08-30,41420.0,42660.0,40970.0,42660.0,41804.52734375,4102700
2024-09-02,42900.0,43150.0,41250.0,41350.0,40520.79296875,3226400
2024-09-03,41530.0,41610.0,39640.0,40160.0,39354.66015625,3154100
2024-09-04,37600.0,37920.0,36150.0,36210.0,35483.87109375,5367600
2024-09-05,36500.0,36740.0,34910.0,35140.0,34435.32421875,5882200
2024-09-06,35460.0,35580.0,34020.0,34650.0,33955.15234375,4079900
2024-09-09,31850.0,33730.0,31730.0,33570.0,32896.8125,4899600
2024-09-10,33370.0,34080.0,32340.0,33630.0,32955.609375,4876300
2024-09-11,33820.0,34290.0,32470.0,33020.0,32357.837890625,4551400
2024-09-12,35080.0,35720.0,33950.0,34640.0,33945.35546875,4234600
2024-09-13,34830.0,36130.0,34680.0,35300.0,34592.12109375,4232700
2024-09-17,34600.0,34980.0,33260.0,33710.0,33034.0,3510500
2024-09-18,34420.0,34940.0,33830.0,34830.0,34131.546875,3897600
2024-09-19,35500.0,36020.0,34970.0,35450.0,34739.11328125,3828900
2024-09-20,36280.0,37350.0,36110.0,36290.0,35562.265625,4569800
2024-09-24,36820.0,37090.0,35480.0,35660.0,34944.90234375,3029900
2024-09-25,35430.0,36460.0,35410.0,35920.0,35199.6875,2685400
