Date,Open,High,Low,Close,AdjustedClose,Volume
2024-07-29,2077.5,2128.0,2069.0,2098.0,2021.77490234375,1820200
2024-07-30,2110.0,2119.0,2082.5,2111.5,2034.7845458984375,1481200
2024-07-31,2081.5,2200.0,2077.0,2194.0,2114.287109375,2479200
2024-08-01,2244.0,2248.0,2095.5,2136.5,2058.8759765625,3745600
2024-08-02,1986.5,2000.0,1898.5,1898.5,1829.5234375,3920700
2024-08-05,1714.0,1726.5,1498.5,1514.0,1458.992919921875,5513700
2024-08-06,1754.0,1832.5,1722.5,1785.0,1720.14697265625,4312400
2024-08-07,1773.5,1896.5,1744.5,1782.5,1717.7379150390625,4221600
2024-08-08,1780.5,1833.0,1749.0,1769.0,1704.728271484375,3031000
2024-08-09,1788.0,1828.5,1702.5,1750.0,1686.4185791015625,4241600
2024-08-13,1870.0,1947.0,1844.0,1940.0,1869.515380859375,4269600
2024-08-14,2010.0,2016.0,1948.0,1992.0,1919.6260986328125,4100500
2024-08-15,2017.5,2047.5,1959.5,2014.5,1941.30859375,6657400
2024-08-16,2095.5,2125.0,2052.0,2083.5,2007.8017578125,4121300
2024-08-19,2045.0,2054.5,1956.0,1959.0,1887.8251953125,3090100
2024-08-20,2018.0,2045.0,1994.5,2027.0,1953.3544921875,2397900
2024-08-21,2018.5,2041.0,1985.5,2022.5,1949.0179443359375,1459500
2024-08-22,2014.0,2037.0,1999.5,2006.5,1933.599365234375,2136000
2024-08-23,2000.0,2013.0,1955.5,2009.0,1936.008544921875,2269500
2024-08-26,2007.0,2009.0,1927.0,1960.5,1889.2706298828125,1763900
2024-08-27,1961.0,1980.5,1926.0,1969.0,1897.4617919921875,2348400
2024-08-28,1950.0,1958.0,1915.0,1955.0,1883.970458984375,1648600
2024-08-29,1955.0,1973.5,1927.0,1960.0,1888.788818359375,2054300
2024-08-30,1944.5,1987.0,1936.0,1971.5,1899.8709716796875,2967100
2024-09-02,2006.5,2007.5,1908.0,1911.5,1842.0509033203125,2324100
2024-09-03,1930.0,1944.0,1903.5,1933.0,1862.769775390625,2104600
2024-09-04,1818.0,1850.5,1806.0,1820.5,1754.3570556640625,2768400
2024-09-05,1800.0,1844.5,1783.0,1796.0,1730.747314453125,1778600
2024-09-06,1799.5,1818.0,1730.5,1745.5,1682.08203125,1962700
2024-09-09,1665.5,1714.5,1643.5,1695.5,1633.898681640625,4487300
2024-09-10,1710.5,1774.5,1673.0,1751.0,1687.3822021484375,4549700
2024-09-11,1740.0,1759.0,1701.0,1706.5,1644.4991455078125,3908300
2024-09-12,1825.0,1943.0,1799.0,1902.5,1833.3779296875,6554400
2024-09-13,1905.0,1993.0,1904.0,1980.0,1908.0621337890625,5903400
2024-09-17,1980.0,1997.0,1905.5,1940.0,1869.515380859375,3722500
2024-09-18,1988.0,1995.0,1951.5,1983.5,1911.4351806640625,2546600
2024-09-19,2061.0,2062.0,2002.5,2029.0,1955.28173828125,2648600
2024-09-20,2099.0,2106.5,2070.0,2078.5,2002.9835205078125,3680800
2024-09-24,2118.0,2134.0,2040.0,2059.5,1984.6737060546875,3481900
2024-09-25,2064.5,2154.5,2059.0,2117.0,2040.08447265625,2870100
2024-09-26,2180.5,2331.0,2179.0,2282.0,2199.090087890625,7471700
2024-09-27,2350.0,2452.0,2321.0,2436.5,2347.9765625,7974400
2024-09-30,2336.5,2367.0,2307.0,2327.5,2242.9365234375,5413400
2024-10-01,2347.5,2475.5,2342.0,2475.5,2385.559326171875,3701000
2024-10-02,2440.0,2496.5,2380.5,2472.5,2382.668701171875,4480700
2024-10-03,2572.5,2591.0,2492.0,2495.5,2404.832763671875,3848600
2024-10-04,2445.5,2479.0,2400.5,2410.0,2322.439453125,3676200
2024-10-07,2460.0,2479.0,2412.5,2429.0,2340.7490234375,3811100
2024-10-08,2407.5,2427.5,2348.5,2356.0,2270.4013671875,2722900
2024-10-09,2403.0,2418.0,2350.0,2350.5,2265.100830078125,2002500
2024-10-10,2377.5,2382.5,2334.0,2356.0,2270.4013671875,1540300
